panoID,panoDate,longitude,latitude
RmVNH8yj38iQeppg5BLWfg,2019-07,-75.674432,45.440821
LHQJ-PyjdcWxr3Za-J3rug,2019-07,-75.674244,45.440938
BbRjd5slkxnA6CkiWjwE9g,2019-07,-75.673893,45.441133
Wuae8B8TEBY3uxcPCBRHKg,2019-07,-75.673559,45.441297
oa-nOQCO8ocpZbdlt3h3Rw,2019-07,-75.673337,45.441386
azwzMZ0Rnnj48PpZVV4a9w,2019-07,-75.673113,45.441472
FznM5wr1gzCCThuMeIpIxw,2019-07,-75.672832,45.441576
leHiRihoXm-PJiaQC0jENw,2019-07,-75.676198,45.439953
8d3fviT8pfhpoeAmzeNQjg,2019-07,-75.675955,45.440045
4fj9tuQEXd-A492lqgQ5ww,2019-07,-75.675722,45.440119
IwpzAkPIPjkdV5H-T5Ou6Q,2019-05,-75.677856,45.438172
qEzJgbPEZHQC59EpRtVWpw,2019-07,-75.672584,45.441667
pfdcgjCaot1ZqbNM6-8-gw,2019-07,-75.672436,45.441720
hMw-ZGFxv78lcAERQYprcw,2019-07,-75.672098,45.441856
HXMResaK-c46KxuyaLgyjg,2019-07,-75.671906,45.441949
GuZBliaJvSZQ38_vKiuAiA,2019-07,-75.671681,45.442077
